ID,Kategorie,Abschnitt,Bezeichnung,Stufe/Klasse,Meilenstein (Vorschlag),Status,Blockiert durch
THM-Satz-9.4.4,Satz/Lemma,9.4.4,Satz 9.4.4,,M4 (Codegen),fertig,
THM-Satz-9.4.5,Satz/Lemma,9.4.5,Satz 9.4.5,,M1/M2 (Interpreter),fertig,
PAR-9.4-Was_der_Satz_nicht_sagt,Absatz/Regel,9.4,Was der Satz nicht sagt,,M1/M2 (Interpreter),rationale,
PAR-9.4-Auszahlung,Absatz/Regel,9.4,Auszahlung,,M1/M2 (Interpreter),fertig,
THM-Lemma-9.6.1.,Satz/Lemma,9.6.1,Lemma 9.6.1.,,M1/M2 (Interpreter),fertig,
THM-Satz-9.9.1,Satz/Lemma,9.9.1,Satz 9.9.1,,M1/M2 (Interpreter),teilweise,
PAR-11.2-Große_Werte,Absatz/Regel,11.2,Große Werte,,M1-M4 (Lowering),fertig,
PAR-11.2-Statischer_Scratch,Absatz/Regel,11.2,Statischer Scratch,,M1-M4 (Lowering),fertig,
PAR-11.2-Overlay_exklusiver_Zustandsspeicher,Absatz/Regel,11.2,Overlay exklusiver Zustandsspeicher,,M1-M4 (Lowering),fertig,
PAR-11.2-DFA_Tabellen,Absatz/Regel,11.2,DFA-Tabellen,,M4 (Codegen),fertig,
PAR-11.3-Compile_Zeit_Auswertung,Absatz/Regel,11.3,Compile-Zeit-Auswertung,,M4 (Codegen),fertig,
PAR-11.3-Versionierte_Formate,Absatz/Regel,11.3,Versionierte Formate,,M4 (Codegen),fertig,
PAR-11.3-Reproduzierbare_Builds,Absatz/Regel,11.3,Reproduzierbare Builds,,M4 (Codegen),fertig,
PAR-12.3-Speicherschutz,Absatz/Regel,12.3,Speicherschutz,,M5 (Embedded),offen,
PAR-12.3-Targets_mit_XIP_Flash_und_Cache_Stall_Profilfamilie_xip_flash,Absatz/Regel,12.3,Targets mit XIP-Flash und Cache-Stall (Profilfamilie `xip_flash`),,M5 (Embedded),offen,Board mit XIP-Flash
PAR-12.7-Muster_TRIAL_SELFTEST_CONFIRM,Absatz/Regel,12.7,Muster TRIAL → SELFTEST → CONFIRM,,M6 (v1.1),offen,
PAR-12.7-Neustart_aus_sicherem_Zustand,Absatz/Regel,12.7,Neustart aus sicherem Zustand,,M6 (v1.1),offen,
PAR-12.7-Tiefschlaf,Absatz/Regel,12.7,Tiefschlaf,,M5 (Embedded),fertig,
PAR-12.7-Start_Channels,Absatz/Regel,12.7,Start-Channels,,M6 (v1.1),offen,
PAR-12.7-Irreversible_Outputs,Absatz/Regel,12.7,Irreversible Outputs,,M6 (v1.1),fertig,
PAR-12.8-Zielklassen,Absatz/Regel,12.8,Zielklassen,,M5 (Embedded),teilweise,Board 2 (RV32IMAC)
PAR-13.3-Sprache,Absatz/Regel,13.3,Sprache,,M6 (v1.1),offen,
PAR-13.3-Semantik,Absatz/Regel,13.3,Semantik,,M6 (v1.1),offen,
PAR-13.3-Verwendung,Absatz/Regel,13.3,Verwendung,,M6 (v1.1),offen,
PAR-13.3-Umgebungsannahmen_assumption,Absatz/Regel,13.3,Umgebungsannahmen (`assumption`),,M6 (v1.1),offen,
PAR-13.3-Kanal_Attribute_gelten_automatisch_als_Annahmen,Absatz/Regel,13.3,Kanal-Attribute gelten automatisch als Annahmen,,M6 (v1.1),offen,
PAR-13.3-Kompositionalität,Absatz/Regel,13.3,Kompositionalität,,M6 (v1.1),offen,
PAR-13.5-Lauf_Verdikt,Absatz/Regel,13.5,Lauf-Verdikt,,M4 (Codegen),fertig,
PAR-13.8-takt_bench,Absatz/Regel,13.8,`takt bench`,,M5 (Embedded),offen,TTL-Adapter (PA9) — nur die Messung; Format und Leser stehen
PAR-13.9-Klassifikation,Absatz/Regel,13.9,Klassifikation,,M7 (Werkzeuge),offen,
PAR-13.9-Abbildungsregeln,Absatz/Regel,13.9,Abbildungsregeln,,M7 (Werkzeuge),offen,
PAR-13.9-Grundregel_des_Importers,Absatz/Regel,13.9,Grundregel des Importers,,M7 (Werkzeuge),offen,
PAR-13.9-Orakel_Modus,Absatz/Regel,13.9,Orakel-Modus,,M7 (Werkzeuge),offen,
PAR-13.9-Vorgehen,Absatz/Regel,13.9,Vorgehen,,M7 (Werkzeuge),offen,
FN-9-advance_cursors,Semantikfunktion,9,advance_cursors,,M1/M2 (Interpreter),fertig,
FN-9-apply_scheduled,Semantikfunktion,9,apply_scheduled,,M1/M2 (Interpreter),fertig,
FN-9-cancel_all_scheduled,Semantikfunktion,9,cancel_all_scheduled,,M1/M2 (Interpreter),fertig,
FN-9-deliver,Semantikfunktion,9,deliver,,M1/M2 (Interpreter),fertig,
FN-9-deliverable,Semantikfunktion,9,deliverable,,M1/M2 (Interpreter),fertig,
FN-9-dispatch,Semantikfunktion,9,dispatch,,M1/M2 (Interpreter),fertig,
FN-9-exec,Semantikfunktion,9,exec,,M1/M2 (Interpreter),fertig,
FN-9-exec_chain,Semantikfunktion,9,exec_chain,,M1/M2 (Interpreter),fertig,
FN-9-resolve_m,Semantikfunktion,9,resolve_m,,M1/M2 (Interpreter),fertig,
FN-9-sleep,Semantikfunktion,9,sleep,,M6 (v1.1),offen,
FN-9-sleep_allowed,Semantikfunktion,9,sleep_allowed,,M6 (v1.1),offen,
FN-9-step_m,Semantikfunktion,9,step_m,,M1/M2 (Interpreter),fertig,
FN-9-tick,Semantikfunktion,9,tick,,M1/M2 (Interpreter),fertig,
FN-9-windows,Semantikfunktion,9,windows,,M1/M2 (Interpreter),fertig,
RULE-9.2-stmt,exec-Regel,9.2,exec(stmt),,M1/M2 (Interpreter),fertig,
RULE-9.2-x_=_e,exec-Regel,9.2,exec(x = e),,M1/M2 (Interpreter),fertig,
RULE-9.2-check_e,exec-Regel,9.2,exec(check e),,M1/M2 (Interpreter),fertig,
RULE-9.2-check_e_for_d,exec-Regel,9.2,exec(check e for d),,M1/M2 (Interpreter),fertig,
RULE-9.2-->_q,exec-Regel,9.2,exec(-> q),,M1/M2 (Interpreter),fertig,
RULE-9.2-abort,exec-Regel,9.2,exec(abort),,M1/M2 (Interpreter),fertig,
RULE-9.2-s1;_s2,exec-Regel,9.2,exec(s1; s2),,M1/M2 (Interpreter),fertig,
RULE-9.2-if_e:_b1_else:_b2,exec-Regel,9.2,exec(if e: b1 else: b2),,M1/M2 (Interpreter),fertig,
RULE-9.2-for_i_in_range(n):_b,exec-Regel,9.2,exec(for i in range(n): b),,M1/M2 (Interpreter),fertig,
RULE-9.2-for_x_in_W:_b,exec-Regel,9.2,exec(for x in W: b),,M1/M2 (Interpreter),fertig,
RULE-9.2-match_e:_cases,exec-Regel,9.2,exec(match e: cases),,M1/M2 (Interpreter),fertig,
"RULE-9.2-send_o,_e",exec-Regel,9.2,"exec(send o, e)",,M1/M2 (Interpreter),fertig,
RULE-9.2-at_T:_b,exec-Regel,9.2,exec(at T: b),,M1/M2 (Interpreter),fertig,
RULE-9.2-pulse_o_=_v_for_d,exec-Regel,9.2,exec(pulse o = v for d),,M1/M2 (Interpreter),fertig,
RULE-9.2-cancel_o,exec-Regel,9.2,exec(cancel o),,M1/M2 (Interpreter),fertig,
RULE-9.2-raise_sig,exec-Regel,9.2,exec(raise sig),,M1/M2 (Interpreter),fertig,
RULE-9.2-job_v_=_f(args),exec-Regel,9.2,exec(job v = f(args)),,M6 (v1.1),fertig,
RULE-9.2-every_d:_b,exec-Regel,9.2,exec(every d: b),,M1/M2 (Interpreter),fertig,
RULE-9.2-break,exec-Regel,9.2,exec(break),,M1/M2 (Interpreter),fertig,
"RULE-9.2-alert_e,_msg",exec-Regel,9.2,"exec(alert e, msg)",,M1/M2 (Interpreter),fertig,
RULE-9.2-log_|_measure_|_verify_|_verdict_...,exec-Regel,9.2,exec(log | measure | verify | verdict ...),,M1/M2 (Interpreter),fertig,
DESUGAR-Statement_vor_der_ersten_Zeitgrenze_des_Segments,Desugaring-Regel,6.2,Statement vor der ersten Zeitgrenze des Segments,,M1 (Kernsemantik),fertig,
DESUGAR-check_e_msg_an_Position_p,Desugaring-Regel,6.2,"`check e [, msg]` an Position p",,M1 (Kernsemantik),fertig,
DESUGAR-expect_e_msg,Desugaring-Regel,6.2,"`expect e [, msg]`",,M1 (Kernsemantik),fertig,
DESUGAR-wait_d,Desugaring-Regel,6.2,`wait d`,,M1 (Kernsemantik),fertig,
DESUGAR-until_c_timeout_d,Desugaring-Regel,6.2,`until c [timeout d]`,,M1 (Kernsemantik),fertig,
DESUGAR-repeat_n,Desugaring-Regel,6.2,`repeat n:`,,M1 (Kernsemantik),fertig,
DESUGAR-step_name,Desugaring-Regel,6.2,"`step ""name"":`",,M1 (Kernsemantik),fertig,
DESUGAR-Statement_mit_auch_in_if_elif_else,Desugaring-Regel,6.2,Statement mit `->` (auch in `if`/`elif`/`else`),,M1 (Kernsemantik),fertig,
DESUGAR-Ende_ohne,Desugaring-Regel,6.2,Ende ohne `->`,,M1 (Kernsemantik),fertig,
DESUGAR-var_x_e_in_der_Sequenz,Desugaring-Regel,6.2,`var x = e` in der Sequenz,,M1 (Kernsemantik),fertig,
DESUGAR-until_g_as_m,Desugaring-Regel,6.2,`until g as m`,,M1 (Kernsemantik),teilweise,
DESUGAR-until_c_timeout_d_X,Desugaring-Regel,6.2,`until c timeout d -> X`,,M1 (Kernsemantik),fertig,
DESUGAR-until_c_timeout_d_else,Desugaring-Regel,6.2,`until c timeout d else:`,,M1 (Kernsemantik),fertig,
DESUGAR-measure_verify_verdict_send_at_job,Desugaring-Regel,6.2,"`measure`, `verify`, `verdict`, `send`, `at`, `job`",,M1 (Kernsemantik),fertig,
DIST-rule1,Regel,12.9,Eine logische Zeitbasis.,v2,M9 (v2),offen,
DIST-rule2,Regel,12.9,Verzögerung = Hops.,v2,M9 (v2),offen,
DIST-rule3,Regel,12.9,Outputs auf fremden Knoten,v2,M9 (v2),offen,
DIST-rule4,Regel,12.9,`follows`,v2,M9 (v2),offen,
DIST-rule5,Regel,12.9,Abort und Runtime-Faults,v2,M9 (v2),offen,
DIST-rule6,Regel,12.9,Verbindungsverlust.,v2,M9 (v2),offen,
DIST-rule7,Regel,12.9,Jobs,v2,M9 (v2),offen,
DIST-rule8,Regel,12.9,Aufzeichnung,v2,M9 (v2),offen,
DIST-rule9,Regel,12.9,Simulation.,v2,M9 (v2),offen,
RAND-1,Regel/Prüfung,12.6,"Zeitstempel innerhalb `(t_(k-1), t_k]`",,M5 (Embedded),teilweise,TTL-Adapter (PA9)
RAND-2,Regel/Prüfung,12.6,"Zeitstempel und `seq` streng steigend, `seq` lückenlos, `len(D) <= MAXPT` je Stream, Qualitätsflags konsistent (`Bad` ohne Wert, Alter monoton)",,M5 (Embedded),teilweise,TTL-Adapter (PA9)
RAND-3,Regel/Prüfung,12.6,Werte innerhalb deklarierter Ranges (3.5),,M4/M5 (Runtime),fertig,
RAND-4,Regel/Prüfung,12.6,`max_slew` (3.5),,M4/M5 (Runtime),fertig,
RAND-5,Regel/Prüfung,12.6,Record-Streams: `decode` erfolgreich (8.6),,M5 (Embedded),teilweise,TTL-Adapter (PA9)
RAND-6,Regel/Prüfung,12.6,"Output-Seite: Schreibvorgang bestätigt, Heartbeat zum Gerät intakt, Sendepuffer vom Treiber nicht überfahren (`free[o] <= capacity`)",,M5 (Embedded),teilweise,TTL-Adapter (PA9)
RAND-7,Regel/Prüfung,12.6,Tick-Periode innerhalb `tick_tolerance` für die konfigurierte Zahl aufeinanderfolgender Ticks (7.1),,M5 (Embedded),teilweise,TTL-Adapter (PA9)
PROFIL-linux_rt,Profil/Eintrag,12.8,linux_rt,,M4 (Codegen),fertig,
PROFIL-baremetal,Profil/Eintrag,12.8,baremetal,,M5 (Embedded),teilweise,
PROFIL-rtos,Profil/Eintrag,12.8,rtos,,M6 (v1.1),offen,RTOS auf Board 1 + TTL-Adapter (PA9); Schnitt in plan/m6.md 2.13
PROFIL-boot,Profil/Eintrag,12.8,boot,,M6 (v1.1),offen,Startpartition auf einem Board + TTL-Adapter (PA9); Schnitt in plan/m6.md 2.13
FAULT-CheckFailed,Fault-Art,5.3,CheckFailed,,M1 (Kernsemantik),fertig,
FAULT-Expect,Fault-Art,5.3,Expect,,M1 (Kernsemantik),fertig,
FAULT-Timeout,Fault-Art,5.3,Timeout,,M1 (Kernsemantik),fertig,
FAULT-SensorFault,Fault-Art,5.3,SensorFault,,M1 (Kernsemantik),fertig,
FAULT-MissingValue,Fault-Art,5.3,MissingValue,,M1 (Kernsemantik),fertig,
FAULT-ArithmeticFault_Overflow_DivZero_NonFinite_Domain_Singular,Fault-Art,5.3,ArithmeticFault(Overflow | DivZero | NonFinite | Domain | Singular),,M1 (Kernsemantik),teilweise,
FAULT-RangeFault,Fault-Art,5.3,RangeFault,,M1 (Kernsemantik),fertig,
FAULT-StreamOverflow,Fault-Art,5.3,StreamOverflow,,M1 (Kernsemantik),fertig,
FAULT-TimingFault,Fault-Art,5.3,TimingFault,,M1 (Kernsemantik),teilweise,
FAULT-ScheduleOverflow,Fault-Art,5.3,ScheduleOverflow,,M1 (Kernsemantik),teilweise,
FAULT-Abort,Fault-Art,5.3,Abort,,M1 (Kernsemantik),fertig,
FAULT-Runtime_Overrun_Driver_Watchdog_Hardware_Node,Fault-Art,5.3,Runtime(Overrun | Driver | Watchdog | Hardware | Node),,M1 (Kernsemantik),teilweise,
FAULT-Node,Fault-Art,5.3,Node,,M9 (v2),offen,
QUAL-Good,Qualität,3.5,Good,,M1 (Kernsemantik),fertig,
QUAL-Suspect,Qualität,3.5,Suspect,,M1 (Kernsemantik),fertig,
QUAL-Stale,Qualität,3.5,Stale,,M1 (Kernsemantik),fertig,
QUAL-Bad,Qualität,3.5,Bad,,M1 (Kernsemantik),fertig,
LIB-clamp,Standardbibliothek,11.4,fn clamp[U],,M6 (stdlib),fertig,
LIB-map_range,Standardbibliothek,11.4,"fn map_range[U, V]",,M6 (stdlib),fertig,
LIB-interp,Standardbibliothek,11.4,"fn interp[U, V]",,M6 (stdlib),fertig,
LIB-lowpass,Standardbibliothek,11.4,block lowpass[U],,M6 (stdlib),fertig,
LIB-hysteresis,Standardbibliothek,11.4,block hysteresis[U],,M6 (stdlib),fertig,
LIB-debounce,Standardbibliothek,11.4,block debounce,,M6 (stdlib),fertig,
LIB-rising,Standardbibliothek,11.4,block rising,,M6 (stdlib),fertig,
LIB-integrate,Standardbibliothek,11.4,block integrate[U],,M6 (stdlib),fertig,
LIB-rate,Standardbibliothek,11.4,block rate[U],,M6 (stdlib),fertig,
LIB-window_min,Standardbibliothek,11.4,"block window_min[U, const N]",,M6 (stdlib),fertig,
LIB-rate_limiter,Standardbibliothek,11.4,block rate_limiter[U],,M6 (stdlib),fertig,
LIB-pid,Standardbibliothek,11.4,"block pid[O, E]",,M6 (stdlib),fertig,
LIB-stopwatch,Standardbibliothek,11.4,block stopwatch,,M6 (stdlib),fertig,
LIB-pulse_counter,Standardbibliothek,11.4,block pulse_counter,,M6 (stdlib),fertig,
LIB-cross_check,Standardbibliothek,11.4,block cross_check[U],,M6 (stdlib),fertig,
LIB-vote2oo3,Standardbibliothek,11.4,block vote2oo3[U],,M6 (stdlib),fertig,
LIB-hold_last,Standardbibliothek,11.4,block hold_last[U],,M6 (stdlib),fertig,
LIB-reader,Standardbibliothek,11.4,block reader[const N],,M6 (stdlib),fertig,
LIB-writer,Standardbibliothek,11.4,block writer[const N],,M6 (stdlib),fertig,
LIB-pid_i,Standardbibliothek,11.4,"block pid_i[O, E] / lowpass_i[U]",,M6 (stdlib),fertig,
LIB-sha256_init,Standardbibliothek,11.4,native fn sha256 / hmac_sha256 / sha256_init / sha256_update / sha256_final,,M6 (stdlib),fertig,
LIB-ecdsa_p256_verify,Standardbibliothek,11.4,native job ecdsa_p256_verify / rsa3072_verify / aes_gcm_decrypt        Jobs mit duration,,M6 (stdlib),offen,
LIB-flash_model,Standardbibliothek,11.4,machine flash_model,,M6 (stdlib),fertig,
LIB-solve,Standardbibliothek,11.4,fn solve,,M6 (stdlib),offen,
LIB-fma,Standardbibliothek,11.4,"fn fma[U, V]",,M4 (libtaktm),fertig,
LIB-sin_fast,Standardbibliothek,11.4,fn sin_fast / cos_fast / exp_fast / atan2_fast      deterministische Naeherungen mit dokumentierter absoluter Fehlerschranke,,M6 (stdlib),offen,
CLI-check,Werkzeug,11.1,takt check,,M0-M3,fertig,
CLI-sim,Werkzeug,11.1,takt sim,,M1/M2 (Interpreter),fertig,
CLI-run,Werkzeug,11.1,takt run,,M4 (Codegen),fertig,
CLI-replay,Werkzeug,11.1,takt replay,,M4 (Codegen),fertig,
CLI-test,Werkzeug,11.1,takt test,,M6 (v1.1),fertig,
CLI-campaign,Werkzeug,11.1,takt campaign,,M6 (v1.1),offen,
CLI-driver-test,Werkzeug,11.1,takt driver-test,,M5 (Embedded),offen,TTL-Adapter (PA9)
CLI-prove,Werkzeug,11.1,takt prove,,M6 (v1.1),offen,
CLI-fmt,Werkzeug,11.1,takt fmt,,M0,fertig,
CLI-size,Werkzeug,11.1,takt size,,M3 (Gate),fertig,
CLI-latency,Werkzeug,11.1,takt latency,,M3 (Gate),fertig,
CLI-graph,Werkzeug,11.1,takt graph,,M4 (Codegen),fertig,
CLI-bench,Werkzeug,11.1,takt bench,,M5 (Embedded),offen,TTL-Adapter (PA9)
CLI-tune,Werkzeug,11.1,takt tune,,M6 (v1.1),fertig,
CLI-migrate,Werkzeug,11.1,takt migrate,,M7 (Werkzeuge),offen,
CLI-import-c,Werkzeug,11.1,takt import-c,,M7 (Werkzeuge),offen,
CLI-mir,Werkzeug,11.1,takt mir,,M0,fertig,
CLI-parse,Werkzeug,11.1,takt parse,,M0,fertig,
CLI-tokens,Werkzeug,11.1,takt tokens,,M0,fertig,
EX-14.1,Beispiel (Golden-Test),14.1,Zündablauf eines Triebwerksprüfstands mit Interlocks,,M4 (Codegen),fertig,
EX-14.2,Beispiel (Golden-Test),14.2,Batterie-Thermozyklus mit Profil und Plant-Modell,,M4 (Codegen),fertig,
EX-14.3,Beispiel (Golden-Test),14.3,Parametrisierte Maschine mit Instanzen (Ventilregler mit Rückmeldung),,M4 (Codegen),fertig,
EX-14.4,Beispiel (Golden-Test),14.4,Funktionen und Blöcke (Standardbibliothek-Stil),,M4 (Codegen),fertig,
EX-14.5,Beispiel (Golden-Test),14.5,Überwachung eines Thermoelement-Feldes,,M4 (Codegen),fertig,
EX-14.6,Beispiel (Golden-Test),14.6,"Versorgungsunterbrechung mit Live-Log-Auswertung (Streams, Muster, geplante Ausgaben, Verdikte)",,M4 (Codegen),fertig,
EX-14.7,Beispiel (Golden-Test),14.7,"Batteriemanagement mit Selbsttests (MCU; Persistenz, Schlaf, Bit-Operationen, Tabellen)",,M5 (Embedded),teilweise,Board 2 (RV32IMAC)
EX-14.8,Beispiel (Golden-Test),14.8,"Image-Auswahl und -Validierung beim Start (Startprofil; Chunk-Hash, Job, Kommando + Status, Persistenz)",,M6 (v1.1),teilweise,
PRINC-1,Leitentscheidung,0.2,Synchron-zyklische Multirate-Ausführung.,,Doku/Rationale,rationale,
PRINC-2,Leitentscheidung,0.2,Drei Konstruktebenen.,,Doku/Rationale,rationale,
PRINC-3,Leitentscheidung,0.2,"Hierarchische Zustände, Parallelität nur zwischen Maschinen.",,Doku/Rationale,rationale,
PRINC-4,Leitentscheidung,0.2,"Schwache Transitionen, starke Faults, Entry-Tick-Regel.",,Doku/Rationale,rationale,
PRINC-5,Leitentscheidung,0.2,Fault-Wald.,,Doku/Rationale,rationale,
PRINC-6,Leitentscheidung,0.2,Kommunikation zwischen Maschinen ausschließlich mit Unit-Delay.,,Doku/Rationale,rationale,
PRINC-7,Leitentscheidung,0.2,Zeit ist logisch und ganzzahlig.,,Doku/Rationale,rationale,
PRINC-8,Leitentscheidung,0.2,Totale Arithmetik.,,Doku/Rationale,rationale,
PRINC-9,Leitentscheidung,0.2,"Typsystem mit physikalischen Einheiten (nominal, explizite Konversion), affinen Temperaturen, Range-Typen (Intervallanalyse) und Qualitätsflags mit implizitem Validitäts-Check.",,Doku/Rationale,rationale,
PRINC-10,Leitentscheidung,0.2,Sequenzen sind Zucker,,Doku/Rationale,rationale,
PRINC-11,Leitentscheidung,0.2,Ereignisströme sind beschränkte FIFOs mit Konsumenten-Cursor.,,Doku/Rationale,rationale,
PRINC-12,Leitentscheidung,0.2,Muster sind typisierte reguläre Muster.,,Doku/Rationale,rationale,
PRINC-13,Leitentscheidung,0.2,Zeit unterhalb des Ticks kommt aus Zeitstempeln und geplanten Ausgaben.,,Doku/Rationale,rationale,
PRINC-14,Leitentscheidung,0.2,Beobachtung ist von Steuerung getrennt.,,Doku/Rationale,rationale,
PRINC-15,Leitentscheidung,0.2,Feldbetrieb ohne Sonderpfade.,,Doku/Rationale,rationale,
PRINC-16,Leitentscheidung,0.2,Abort wirkt im selben Tick für alle Maschinen.,,Doku/Rationale,rationale,
PRINC-17,Leitentscheidung,0.2,Der Treiberrand ist defensiv.,,Doku/Rationale,rationale,
PRINC-18,Leitentscheidung,0.2,Entschärfung ist immer explizit.,,Doku/Rationale,rationale,
PRINC-19,Leitentscheidung,0.2,Kosten sind typisiert.,,Doku/Rationale,rationale,
PRINC-20,Leitentscheidung,0.2,"Breite als Darstellung ist vom Compiler, Breite als Semantik vom Programm.",,Doku/Rationale,rationale,
PRINC-21,Leitentscheidung,0.2,Genauigkeit und Rundung sind deklarierte Eigenschaften.,,Doku/Rationale,rationale,
PRINC-22,Leitentscheidung,0.2,"Speicher kennt der Compiler, nicht der Entwickler.",,Doku/Rationale,rationale,
PRINC-23,Leitentscheidung,0.2,"Logik in Takt, Hardware und Kryptographie in der TCB.",,Doku/Rationale,rationale,
PRINC-24,Leitentscheidung,0.2,Die Sprache entwickelt sich nur mit Editionen weiter.,,Doku/Rationale,rationale,
DEC-Ausführungsmodell,Entscheidung,16,Ausführungsmodell → Multirate synchron,,Doku/Rationale,rationale,
DEC-Zustandsmaschinen,Entscheidung,16,"Zustandsmaschinen → hierarchisch, ohne AND/History",,Doku/Rationale,rationale,
DEC-Transitionssemantik,Entscheidung,16,Transitionssemantik → schwach + starke Faults + Entry-Tick-Regel,,Doku/Rationale,rationale,
DEC-Transitionspriorität,Entscheidung,16,Transitionspriorität → outer-first,,Doku/Rationale,rationale,
DEC-Fault-Behandlung,Entscheidung,16,Fault-Behandlung → Zustandsübergänge im Fault-Wald,,Doku/Rationale,rationale,
DEC-Kommunikation_zwischen_Maschinen,Entscheidung,16,Kommunikation zwischen Maschinen → Unit-Delay,,Doku/Rationale,rationale,
DEC-Output-Timing,Entscheidung,16,"Output-Timing → ASAP, boundary optional",,Doku/Rationale,rationale,
DEC-Zeit,Entscheidung,16,"Zeit → Integer-ns, Timer als Tick-Zähler",,Doku/Rationale,rationale,
DEC-Integer,Entscheidung,16,"Integer → i64, schmale Typen explizit",,Doku/Rationale,rationale,
DEC-Overflow,Entscheidung,16,Overflow → checked → Fault,,Doku/Rationale,rationale,
DEC-Float-Sondwerte,Entscheidung,16,Float-Sondwerte → Fault bei nicht-endlichem Ergebnis,,Doku/Rationale,rationale,
DEC-Cross-Target-Reproduzierbarkeit,Entscheidung,16,Cross-Target-Reproduzierbarkeit → eigene korrekt gerundete libm,,Doku/Rationale,rationale,
DEC-Einheiten,Entscheidung,16,"Einheiten → nominal, explizit `to()`",,Doku/Rationale,rationale,
DEC-Temperaturen,Entscheidung,16,Temperaturen → affin (Punkt/Vektor),,Doku/Rationale,rationale,
DEC-Ranges,Entscheidung,16,Ranges → Intervallanalyse mit impliziten Prüfungen + Warnung,,Doku/Rationale,rationale,
DEC-Sensorqualität,Entscheidung,16,Sensorqualität → impliziter `valid`-Check mit Dominanzanalyse,,Doku/Rationale,rationale,
DEC-Strings,Entscheidung,16,"Strings → feste Puffer, geprüfte Formatierung",,Doku/Rationale,rationale,
DEC-Zustandsbehaftete_Bausteine,Entscheidung,16,Zustandsbehaftete Bausteine → `block`,,Doku/Rationale,rationale,
DEC-Sequenzen,Entscheidung,16,Sequenzen → Zucker mit formalem Desugaring,,Doku/Rationale,rationale,
DEC-Profile,Entscheidung,16,"Profile → `param` + `profile`, ladezeitvalidiert",,Doku/Rationale,rationale,
DEC-Simulation,Entscheidung,16,"Simulation → Plant-Modelle als Maschinen, `sim`-Bindung",,Doku/Rationale,rationale,
DEC-Backend,Entscheidung,16,"Backend → AOT/LLVM, VM als spätere Option",,Doku/Rationale,rationale,
DEC-MCU-Strategie,Entscheidung,16,"MCU-Strategie → gleiche Sprache, `no_std`-Runtime",,Doku/Rationale,rationale,
DEC-Hot-Reload,Entscheidung,16,Hot-Reload → nur zwischen Läufen,,Doku/Rationale,rationale,
DEC-Einrückung,Entscheidung,16,"Einrückung → 4, Formatter-kanonisch",,Doku/Rationale,rationale,
DEC-Ereignisströme,Entscheidung,16,"Ereignisströme → FIFO + Cursor, „untersucht heißt konsumiert""",,Doku/Rationale,rationale,
DEC-Überlauf-Default,Entscheidung,16,"Überlauf-Default → fault (Input), `drop_oldest` opt-in",,Doku/Rationale,rationale,
DEC-Mustersprache,Entscheidung,16,Mustersprache → typisierte Muster → DFA,,Doku/Rationale,rationale,
DEC-Handler_im_Entry-Tick,Entscheidung,16,Handler im Entry-Tick → nicht ausführen,,Doku/Rationale,rationale,
DEC-`FAULTED`_und_Vorfahren-Blöcke,Entscheidung,16,`FAULTED` und Vorfahren-Blöcke → nicht ausführen,,Doku/Rationale,rationale,
DEC-Implizite_Prüfungen_in_Aktionsblöcken,Entscheidung,16,"Implizite Prüfungen in Aktionsblöcken → erlauben, mit Warnung",,Doku/Rationale,rationale,
DEC-Sub-Tick-Zeit,Entscheidung,16,Sub-Tick-Zeit → geplante Ausgaben (`at`) + Trigger in v1.2,,Doku/Rationale,rationale,
DEC-Geplante_Ausgaben_bei_Fault,Entscheidung,16,Geplante Ausgaben bei Fault → verwerfen,,Doku/Rationale,rationale,
DEC-Optionalwerte,Entscheidung,16,Optionalwerte → `T?` einheitlich; Channels sind `T?` mit Alter,,Doku/Rationale,rationale,
DEC-Fehlende_Nachricht_im_Test,Entscheidung,16,"Fehlende Nachricht im Test → `verify`/`verdict` als Beobachtung, `check`/`expect` als Fault",,Doku/Rationale,rationale,
DEC-Verdikt,Entscheidung,16,"Verdikt → FAIL > INCONCLUSIVE, PASS nur explizit",,Doku/Rationale,rationale,
DEC-Szenarien,Entscheidung,16,Szenarien → Maschinen,,Doku/Rationale,rationale,
DEC-Schlafen,Entscheidung,16,Schlafen → `idle`-Zustände,,Doku/Rationale,rationale,
DEC-Nicht-Wake-Streams_im_Schlaf,Entscheidung,16,Nicht-Wake-Streams im Schlaf → verwerfen mit Alert,,Doku/Rationale,rationale,
DEC-Persistenz,Entscheidung,16,Persistenz → `persist var`,,Doku/Rationale,rationale,
DEC-Ausgabestrom,Entscheidung,16,Ausgabestrom → Puffer mit `free`-Input,,Doku/Rationale,rationale,
DEC-Timer-Breite,Entscheidung,16,Timer-Breite → u64,,Doku/Rationale,rationale,
DEC-Notation_der_Semantik,Entscheidung,16,Notation der Semantik → ASCII,,Doku/Rationale,rationale,
DEC-Abort_bei_langsamen_Maschinen,Entscheidung,16,Abort bei langsamen Maschinen → Abort-Phase,,Doku/Rationale,rationale,
DEC-Werte_außerhalb_der_Channel-Range,Entscheidung,16,Werte außerhalb der Channel-Range → `Bad` mit Grund,,Doku/Rationale,rationale,
DEC-Multirate-Scheduling,Entscheidung,16,Multirate-Scheduling → Zähler,,Doku/Rationale,rationale,
DEC-Schedulability,Entscheidung,16,Schedulability → Spitze; exakt nur bei kleinem H mit Phasen,,Doku/Rationale,rationale,
