ID,Quelle,Thema,Befund,Art,Referenzstelle,Geprueft,Bewertung,Empfehlung,Meilenstein,Prioritaet,Status,Blockiert durch
FB-209,M8 Schritt 2,"`expect` und `alert` tragen keine Anforderungsreferenz, obwohl 13.4 sie nennt","13.4 sagt, jeder `check`, `expect`, `alert`, `verify` traegt optional eine `req`-Referenz. Geparst wird sie nur an `check` (`parser/stmt.rs:290`) und `verify` (`:370`). `expect` ist ein Sequenzelement (`parser/machine.rs:487`) ohne `req`, `alert` (`:296`) ebenso. Ein `expect … req ""SR-1""` ist heute ein Syntaxfehler.",Luecke,13.4,"`expect dut.state == CLOSED, ""x"" req ""SR-1""` → `erwartet Zeilenende, gefunden `req``. Der Report (M8 Schritt 2) deckt darum nur `check` und `verify` ab; `requirements.rs` kennt `SiteKind::Expect` bereits.","Kein Fehler im Report, sondern eine fehlende Grammatikzeile. Die Rueckverfolgung ist ohne `expect` unvollstaendig: gerade Abnahmeschritte in Sequenzen sind die Stellen, die eine Anforderung belegen.","Offen: `req` in die Produktionen von `expect` und `alert` aufnehmen (Grammatik, AST, Parser, Formatter, Golden), dann in `requirements.rs::referenced` ergaenzen — `SiteKind::Expect` steht schon. Klein, aber Grammatikarbeit; passt zu Schritt 14, der die Bitfeld-Produktionen ohnehin anfasst. Behoben 2026-09-23: `req` an `expect` und `alert` (Grammatik 2.3, AST, Parser, Formatter, S-Ausdruck, MIR, Kodierung, `requirements::referenced` mit `SiteKind::Alert`); `03_sequences_and_faults` und `10_nuances` tragen je eine Referenz.",M8,mittel,behoben 2026-09-23,
FB-210,M8 Schritt 8,"Ein Instanz-Array laesst sich deklarieren, aber nicht indiziert lesen","`instance cells[i in 0..3] = cell(idx = i)` legt vier Maschinen an und deklariert `Entity::MachineArray`. Gelesen wird der Eintrag nie: `lower/expr.rs` baut `MachineRef` ausschliesslich mit `index: None` (`:1816`), und `cells[k].value` scheitert schon an der Namensaufloesung (`SC-2: cells ist nicht definiert`). `Entity::MachineArray` wird an genau einer Stelle geschrieben und an keiner gelesen.",Luecke,5.11,"`corpus-try/10_nuances.takt:148` deklariert `twins[i in 0..2]`, indiziert sie aber nie. Ein Testprogramm mit `cells[k].value` meldet SC-2.","plan/m8.md 2.2 nimmt an, die Sema senke das schon und nur der Codegen melde `NotYet` — das stimmt nicht. Der Codegen-Teil ist mit Schritt 8 da (`psi::load_indexed`, Regionen liegen hintereinander und sind gleich gross), die Sema-Seite fehlt ganz.","Offen: `Entity::MachineArray` in der Namensaufloesung lesen, `cells[k]` als `MachineRef { machine: erste, index: Some(k) }` senken, Index gegen die Laenge pruefen (3.4). Der Codegen nimmt es dann ohne Aenderung. Eigener Schritt, nicht Teil von 8. Behoben 2026-09-23: Instanzen auf Dateiebene werden vor den Maschinenruempfen angemeldet (Ids, Name, Schnittstelle, Wertparameter in derselben Reihenfolge wie der Rumpf); `cells[k].member` senkt zu `MachineRef { index }`, ein Literal wird beim Uebersetzen, ein gerechneter Index zur Laufzeit geprueft — Interpreter (`machine_index`, Fault `Range`) und Codegen (`icmp ult` vor `load_indexed`). Elemente heissen `NAME_i`, weil Rahmen und Codegen Symbole daraus bilden. `74_instance_index.takt` in der Differenzsuite.",M8,mittel,behoben 2026-09-23,
FB-211,M8 Schritt 13,Der Codegen bildet kein Enum mit Feldern ab,"`ty::lower` liefert fuer ein Enum nur dann einen Typ, wenn alle Varianten feldlos sind (`ty.rs:136`); sonst `None`, und die Schrittfunktion faellt mit `NotYet: Typ` aus. Das trifft `CaptureCmd` (8.9, `ARM(pre, level, edge)`), `EfuseCmd` (`BURN_MIN_VERSION(version)`) und `FaultKind::ARITHMETIC(kind)`.",Luecke,"3.6, 11.2","`corpus-try/66_capture.takt` mit `output cap_arm : CaptureCmd`: `ctrl_step fehlt: Typ`. Ohne den Kanal uebersetzt dasselbe Programm. Zaehlung 2026-09-23 ueber `corpus-try`: Nur `45_journal_cut` bleibt nativ ausgespart (`flash_cmd : FlashCmd` mit `ERASE(sector)`, `PROGRAM(addr, size)`, `READ(addr, size)`; dazu `flash_step` mit einem Index auf `bytes`).","Der Interpreter fuehrt solche Werte laengst (`Value::Enum { variant, fields }`); nur der Codegen fehlt. Die Kommando/Status-Muster aus 8.11 haengen daran — `capture`, `flash`, `efuse` nennen alle ein Enum mit Feldern.","Offen: `ty::lower` gibt einem Enum mit Feldern ein Struct aus Diskriminante und dem groessten Variantenrumpf (11.2 nennt die Form beim Musterabgleich schon); `stmt`/`expr` bauen und lesen es. Eigener Schritt, nicht Teil von 13. Entwurf 2026-09-23: `ty::lower` gibt `{ i32, [W x i64] }` (Diskriminante, groesster Variantenrumpf, 8-ausgerichtet); `self_variant` baut ueber eine typisierte Sicht auf die Nutzlast, `bind_fields` liest sie so; `==` vergleicht bytegleich (Nutzlast bei Bau genullt); `persist`/`bytes` kanonisch `8 + worst` wie `bytes::size_at`; beide Rahmen schreiben `NAME(f1, f2)` wie `value_text`. Dazu `Place::Index` auf `bytes<N>` (Feld 1). Eigener Schritt mit Differenztest auf `45_journal_cut`.",M8,mittel,umgesetzt 2026-09-24,
FB-212,M8 Schritt 19,"Ein Register, das beim Lesen weiterschaltet, ist im Sim-Build nicht darstellbar","Ein Port liest im Sim-Build den Modellwert des Ticks (12.9, `mmio/ADR/r`), und der ist innerhalb des Ticks derselbe. Ein UART-Datenregister, das bei jedem Lesen das naechste Byte der FIFO liefert, laesst sich damit nicht modellieren: Sechzehn Lesevorgaenge in einer Schleife lieferten sechzehnmal dasselbe Byte. `feedback/test_uart.takt` musste seine RX-Pump auf ein Byte je Tick umstellen, um im Interpreter zu laufen — auf der Zielhardware waere die Schleife richtig.",Luecke,"12.9, 8.3","`feedback/test_uart.takt` gegen sein Geraetemodell; mit Schleife blieb `frames_in` auf 0, mit einem Byte je Tick bestehen beide Szenarien.","Die Bindung an ein Channelpaar ist fuer Pegelregister (Status, Steuerung, Baudrate) genau richtig und kostet nichts. Sie trifft nur den Sonderfall des lesenden Pops. Der Schreibweg kann es laengst — `mmio/ADR/w` ist ein Strom und fuehrt jeden Vorgang einzeln.","Offen: Der Lesekanal koennte wahlweise ein Strom sein (`mmio/ADR/r` als `stream<Rec>`), aus dem ein Portlesen ein Element entnimmt; ein Pegelkanal bliebe der Default. Damit waere die Asymmetrie zwischen Lesen und Schreiben weg. Eigener Schritt, nicht Teil von 19.",M8/M9,mittel,umgesetzt 2026-09-24,
FB-213,M8 Schritt 19,"Pruefung 43 kennt die Szenarien-Ausnahme nicht, die Pruefung 26 macht","13.6 sagt: „zwei Szenarien duerfen denselben Output stellen, weil sie nie zusammen laufen"". Fuer Outputs setzt `checks.rs` das um (SC-7/SC-26 zaehlen Szenarien gesondert). Fuer interne Stroeme nicht: `lower/stream.rs` traegt einen Schreiber ein und meldet jeden zweiten als SC-43, auch wenn beide Szenarien sind. `feedback/test_uart.takt` braucht darum `app_tx2` neben `app_tx` — zwei Stroeme fuer dieselbe Sache, nur damit die Pruefung schweigt.",Inkonsistenz,"8.6, 13.6",Beide Szenarien auf `app_tx`: `error[SC-43]: interner Stream `app_tx` hat mehrere Schreiber`.,"Dieselbe Begruendung, dieselbe Ausnahme — nur an zwei Stellen umgesetzt und an einer vergessen. Der Besitzer eines Stroms sollte wie bei Outputs die Nicht-Szenario-Maschine sein.","Offen: `stream.rs` zaehlt Szenarien gesondert wie `checks.rs` es fuer Outputs tut; `def.writer` bekommt den ersten Nicht-Szenario-Schreiber. Klein, aber eine Semantikaenderung — eigener Schritt. Behoben 2026-09-23: `lower/stream.rs` laesst zwei Szenarien denselben Strom senden, wie Pruefung 26 es fuer Outputs macht; ein Szenario neben einer Maschine bleibt SC-43 (`tests/scenario_streams.rs`). `app_tx2` ist aus allen drei UART-Programmen entfernt.",M8,mittel,behoben 2026-09-23,
FB-214,Board 2 (ESP32-C6),Ein Puffer als Wert kopiert macht aus 1836 IR-Zeilen 656 000 Assemblerzeilen,"`crates/takt-bringup-esp32c6/programs/test_uart_c6_hw.takt` (der Treiberstapel ohne Modell) uebersetzt zu 2,3 MB Objektcode und laesst sich nicht linken: `.rwtext will not fit in region RAM, overflowed by 1830304 bytes`. Die Ursache steht in der IR: Der Codegen laedt und speichert `bytes<1024>` als Aggregatwert (`load { i32, [1024 x i8] }`, 172 solcher Kopien allein in `uart_link_step`) statt `llvm.memcpy` zu rufen. LLVM senkt das zu einzelnen Byte-Zugriffen mit je eigener Adressrechnung — gezaehlt: 92 164 `lui`/`sub`-Paare in einer Funktion. `uart_link_step` wird 1,3 MB, `uart_framer_step` 448 KB. Zum Vergleich: `uart0_port.takt` (zwei Ports, keine Puffer) sind 3904 Byte.",Befund,"9.4.4, 11.2, 12.3","Objektgroessen der drei C6-Programme verglichen; IR und Assembler von `uart_link_step` ausgezaehlt (`llvm-objdump -t`, Befehlshistogramm). Auf x86_64 faellt es nicht auf — dort ist der Speicher da.","Auf Linux ist es eine Unschoenheit, auf dem MCU der Unterschied zwischen laeuft und passt nicht. Es trifft jedes Programm mit `bytes<N>` ueber ein paar hundert Byte, also genau die Protokollschichten, fuer die `bytes` gedacht ist. Der Interpreter kennt das Problem nicht (er reicht Werte weiter), also faellt es erst am Board auf — spaet.","Behoben 2026-09-22 in fuenf Schritten, alle mit derselben Wurzel — der Codegen war durchgehend wertbasiert, also materialisierte jeder Lesegriff das ganze Aggregat. (1) Grosse Aggregate gehen per Zeiger durch die Signatur (`sret`, Zeigerparameter) wie in C und Rust; `LlvmType::indirect` haelt die Schwelle an einer Stelle. (2) `Module::copy` kopiert Stelle zu Stelle ueber `llvm.memmove` — `memmove` und nicht `memcpy`, weil ein `inout` dieselbe Stelle als Quelle und Ziel gibt (3.9); mit `memcpy` verlor `39_sha256` seinen Hashwert. (3) `Vars::address` liefert die Adresse, wo es eine gibt; darauf bauen `field_of`, `.len`, `index_of` und `assign`, die vorher alle den Vollwert luden. (4) `alloca` liegt jetzt immer im Eintrittsblock — gezaehlt waren 150 ausserhalb, davon 98 grosse; die Annahme, LLVM hebe sie dorthin, gilt in einer Schleife nicht. (5) Argumentkopien und `zeroinitializer` ohne Umweg ueber den Wert. Der Bounds-Check ist dabei von `sge`+`slt`+`and` auf ein `icmp ult` geschrumpft. Gemessen: der Treiberstapel `test_uart_c6_hw.takt` von 2 310 468 auf 367 732 Byte (Faktor 6,3); die Beispielfunktion mit `bytes<1024>` als Parameter und Rueckgabe von 71 736 auf 10 440 Byte, gegen 1020 Byte in C. Offen bleibt der Rest: `Lowered` traegt weiter einen Wert und keinen Zeiger, weshalb `encode`, `slice` und ein `call` mit `sret` ihr Ergebnis am Ende doch laden; `insertvalue`-Ketten bei grossen Array- und Matrixliteralen; abgerollte Reduktionen ohne Obergrenze. Nachtrag 2026-09-23: `alloca` im Eintrittsblock liess jeden Slot fuer die ganze Funktion leben — `uart_link_step` hatte 15 488 Byte Rahmen und ueberlief den Stack des C6. Jetzt mit `llvm.lifetime.start/end` je Slot (Beginn bei der Anlage, Ende am Anweisungsende), sodass LLVM Slots uebereinanderlegt: 256 Byte Rahmen. Objekt 357 016 Byte. Nachtrag 2 (2026-09-23): Der Rest ist behoben. `Module::copy` und `memset` messen mit `aligned_size` — `size` packt, das Layout nicht; ein aufgefuellter Record (`70_padded_record`) verlor so sein letztes Feld. `vec<T, N>` war im Codegen gar nicht abgebildet (FB-216). `lower_into`/`store` schreiben Aufruf (`sret`), Teilbereich und Literal unmittelbar an die Stelle; ein Literal, das sein Ziel liest, bleibt ein Wert (`reads`). Lauter konstante Elemente werden eine LLVM-Konstante statt einer `insertvalue`-Kette. Grosse Argumente gehen als `ptr readonly` auf ihre Stelle (FB-218). Reduktionen lesen an der Stelle, abgerollt bis acht Elemente, darueber als Schleife in derselben Reihenfolge (4.2). `send` liest die Stelle und kopiert den kleineren von Wert- und Puffertyp. Ein Index im Ziel: erst der Wert, dann die Stelle, wie der Interpreter (Satz 9.4.4) — der erste Schritt hatte die Reihenfolge fuer `sret` gedreht. `-Os` fuer MCU-Ziele. Gemessen: `test_uart_c6_hw` 55 628 Byte (vorher 357 016, Anfang 2 310 468), keine Aggregatlast ueber 16 Byte mehr; `takt_fn_build` mit `bytes<1024>` als Parameter und Rueckgabe 180 Byte Text. Geprueft mit `71_places.takt` in der Differenzsuite. Nachtrag 3 (2026-09-23): 36 `alloca` standen noch ausserhalb des Eintrittsblocks (Zaehler der Fenster- und Musterschleifen, Scratch der Handler, `format`) — LLVM kann solche Slots nicht in Register heben. Jetzt alle ueber `Module::alloca`; UART-Stapel 23 556 auf 23 344 Byte Text.",M8/M9,hoch,behoben 2026-09-22,
FB-215,Board 2 (ESP32-C6),"`takt size` rechnet 81 KB, der Linker verlangt 1,78 MB `.bss`","`test_uart_c6_hw.takt` linkt nicht: `.bss will not fit in region RAM, overflowed by 1784752 bytes`. `takt size` weist fuer dasselbe Programm 80 777 Byte aus (11 941 Maschinenzustaende, 68 800 Stroeme, 36 Prozessabbild), und die Zahl ist als „belastbar"" markiert. Zwischen der Analyse und dem, was der erzeugte C-Rahmen tatsaechlich anlegt, liegt also mehr als das Zwanzigfache.",Befund,"11.5, 11.2","Nach der Behebung von FB-214 verlagerte sich der Linkfehler von `.rwtext` (Code, 1,83 MB Ueberlauf) auf `.bss` (Daten, 1,78 MB). Der Code ist damit nicht mehr die Ursache.","11.5 ist die Grundlage jeder Speicherzusage — `takt size` sagt, ob ein Programm auf ein Board passt. Wenn die Zahl um den Faktor zwanzig danebenliegt, ist die Zusage wertlos, und zwar nach oben *und* unten: Ein Programm koennte abgelehnt werden, das passte.","Offen: Die Sektionen des erzeugten Objekts gegen die Posten von `takt size` stellen und die Differenz benennen. Verdacht ist der Rahmen (`mcu.rs`), der Puffer je Kanal und je Strom anlegt, ohne dass die Analyse sie fuehrt — aber das ist eine Vermutung, keine Messung. Behoben 2026-09-23: Der C-Rahmen legte die internen Ringe als Rechteck an — jeder Ring bekam die groesste Kapazitaet mal das groesste Element (7 × 256 × ~1050 Byte). Jetzt ein Pool mit Versatz und Schrittweite je Ring, wie `takt size` rechnet: `g_int_pool` 52 160 statt 1 878 016 Byte. Der Treiberstapel linkt fuer den C6.",M8/M9,hoch,behoben 2026-09-23,
FB-216,Codegen-Durchsicht (FB-214),"`vec<T, N>` hatte im Codegen keinen Typ","`ty::lower` kannte `Type::Vec` nicht: Jede Maschine mit einem `vec<T, N>` bekam „kein Zustands-Struct"" und lief nur im Interpreter. Der Typ ist ein `{ i32, [N x T] }` wie `bytes<N>`, und `push`/`append` rechnen laengst damit.",Befund,"3.9, 11.2","`70_padded_record.takt` mit `vec<Padded, 4>` in der Differenzsuite.","Ein Sammlungstyp aus 3.9, den der native Weg nicht uebersetzt — jeder Treiber mit einem `vec` fiel still auf den Interpreter zurueck.",Behoben 2026-09-23: `Type::Vec` senkt wie `bytes<N>`.,M8/M9,mittel,behoben 2026-09-23,
FB-217,Codegen-Durchsicht (FB-214),`min`/`max` ueber `u8`-Felder verglichen mit Vorzeichen,`reduce.rs` nahm fuer jede Ganzzahl `icmp slt`/`sgt`; `LlvmType::Int` traegt kein Vorzeichen. Ein `[4] u8` mit 200 und 3 gab 200 als Minimum. Der Interpreter vergleicht den Wert.,Befund,"8.9, 3.2, Satz 9.4.4","`71_places.takt` (`bytes8.min()`, `.max()`) gegen den Interpreter.","Ein falsches Ergebnis ohne Fault — genau die Abweichung, die Satz 9.4.4 ausschliesst.",Behoben 2026-09-23: `elem_signed` aus dem Elementtyp; `ult`/`ugt` fuer vorzeichenlose Elemente.,M8/M9,hoch,behoben 2026-09-23,
FB-218,Codegen-Durchsicht (FB-214),Grosse Argumente wurden zweimal kopiert,"`call_with` kopierte jedes indirekte Argument in einen Slot, und `prologue` kopierte den Slot noch einmal in einen eigenen — bei `crc16_ccitt(body, …)` zweimal 1028 Byte je Aufruf, obwohl der Rumpf `body` nur liest.",Befund,"11.2, 9.4.3",IR von `test_uart_c6_hw.takt` gelesen.,"Kostet Zeit und Stack auf dem MCU, wo beides knapp ist; C und Rust reichen einen `const`-Zeiger.","Behoben 2026-09-23: Zeiger auf die Stelle (`ptr readonly`), Kopie nur im Rumpf und nur fuer Parameter, die er schreibt (`assigned`). Ein Argument, das das `sret`-Ziel liest, bekommt weiter einen Slot — sonst schriebe der Aufruf in seine Quelle.",M8/M9,mittel,behoben 2026-09-23,
FB-219,Codegen-Durchsicht (FB-214),`xs = xs[1..]` kopierte mit `memcpy` ueber sich selbst,"`slice_into` rief `llvm.memcpy`, dessen Quelle und Ziel sich nicht ueberlappen duerfen; ein Teilbereich der eigenen Stelle tut genau das. Undefiniert, nicht sichtbar falsch — bis LLVM es ausnutzt.",Befund,3.9,`71_places.takt` (`buf = buf[1..buf.len]`) gegen den Interpreter.,Undefiniertes Verhalten in erzeugtem Code ist ein Zertifizierungsgrund (13.4).,Behoben 2026-09-23: `memmove`.,M8/M9,mittel,behoben 2026-09-23,
FB-220,Board 2 (ESP32-C6),Handler aller Ebenen in einem Durchlauf: der Vorfahr nahm dem Nachfahren jedes Element,"`step.rs` sammelte die Handler der Maschine und aller Zustaende des aktiven Pfads in eine Liste und liess `dispatch` einmal ueber das Fenster laufen — je Element gewann der erste passende Handler, also immer der des Vorfahren. 8.7 sagt: Handler laufen unmittelbar nach dem `loop:` ihrer Ebene, Vorfahren vor Nachfahren, und jede Ebene sieht das ganze Fenster; `exec_chain` im Interpreter tut genau das. Im UART-Stapel quittierte der Handler von `RECEIVING` jede DATA, aber `AWAIT_ACK` sah die ACK nie: 40 Wiederholungen, eine von elf Zeilen zugestellt, und ein laengerer `ACK_TIMEOUT` aenderte nichts. Dazu liefen alle `loop:`-Bloecke vor allen Handlern, sodass ein `loop:` des Nachfahren nicht sah, was der Handler des Vorfahren im selben Tick schrieb.",Befund,"8.7, 9.3, Satz 9.4.4","Board: nach der Behebung 10 von 11 Zeilen ueber den Draht, 0 Wiederholungen, 0 CRC-Fehler; `72_handler_levels.takt` in der Differenzsuite (Zaehler je Ebene, Reihenfolge von `loop:` und Handler).","Eine Abweichung vom Interpreter ohne Fault — genau das, was Satz 9.4.4 ausschliesst. Sie traf jedes Programm mit Handlern auf zwei Ebenen desselben Stroms, und Szenarien im Interpreter konnten sie nicht sehen.","Behoben 2026-09-23: je Ebene erst der `loop:`, dann ihre Handler, wie `exec_chain`.",M8/M9,hoch,behoben 2026-09-23,
FB-221,Board 2 (ESP32-C6),Der C-Rahmen legte Elemente variabler Laenge in Slots fester Groesse ab,"8.6 legt `line<N>`/`bytes<N>` in einen Byte-Ring der Groesse `capacity_bytes` mit einem Deskriptorring `(seq, t, off, len)`; der Rahmen gab jedem Element seine volle Kapazitaet — `stream<bytes<1024>>` mit `capacity = 8, capacity_bytes = 1024` belegte 8 416 statt 1 216 Byte. `takt size` rechnete daneben Slots *und* Byte-Ring zusammen (55 296 Byte, wo der Rahmen 43 776 anlegte). Der Commit kopierte ausserdem je Tick alle verbleibenden Elemente nach vorn, bis 8 KB `memcpy` je Strom, und Fenster wie Zugriff suchten linear.",Befund,"8.6, 9.6, 11.5","Objekt des Bring-ups (`llvm-size`): `.bss` des Rahmens 57 128 auf 36 744 Byte; `takt size` fuer `test_uart_c6_hw.takt` 66 387 auf 34 387 Byte. Differenzsuite und MCU-Rahmentests gruen; auf dem Board dasselbe Verhalten (10 von 11 Zeilen, 0 Wiederholungen).","RAM ist auf dem MCU das knappe Gut, und `expect_len`/`capacity_bytes` sind in 8.6 genau dafuer da — der Rahmen ignorierte sie. Dazu eine Speicherangabe, die um den Faktor 1,6 danebenlag (11.5).","Behoben 2026-09-23: Byte-Ring mit Deskriptoren je Strom (auch fuer feste Elemente, `CAPB = CAP * N`), Freigabe von vorn ohne Kopie, Fensteranfang als Nummerndifferenz und Fensterende als Zahl der Elemente dieses Ticks — alles O(1). `takt size` rechnet `capacity_bytes + capacity * 24`. Der Rahmen kopiert ein Element beim Lesen weiter in den Scratch; ein Zeiger in den Ring spart das, sobald der Deskriptor ohne Umbruch liegt (offen).",M8/M9,hoch,behoben 2026-09-23,
FB-222,Codegen-Durchsicht (FB-214),Der Schritt trug den Code jeder Zwischenebene so oft wie sie Blaetter hatte,"`write_step` erzeugte je Blatt einen Zweig mit dem ganzen aktiven Pfad: `loop:` und Handler der Maschine und aller Vorfahren standen in jedem Zweig noch einmal. Der Handler von `RECEIVING` im UART-Stapel (Rahmen pruefen, CRC, zwei `send`) stand viermal im Objekt; `uart_link_step` war 6 178 Byte. Dazu trug `_init` den Rumpf von `_init_vars` und `_enter` ein zweites Mal.",Befund,"5.2, 8.7, 11.2","`test_uart_c6_hw.takt` fuer `riscv32imac`: Text 23 128 auf 16 140 Byte; `uart_link_step` 6 178 auf 2 994, `uart_framer_step` 3 176 auf 1 796, `uart_port_init` 1 122 auf 86. Differenzsuite und MCU-Rahmentests gruen, Board unveraendert (10 von 11 Zeilen, 0 Wiederholungen).","Hierarchische Maschinen sind in Takt der Normalfall; ein C-Programmierer schreibt den Handler des Vorfahren einmal. Die Vervielfachung wuchs mit der Zahl der Blaetter, also gerade bei den Maschinen, die Code brauchen.","Behoben 2026-09-23: Der Schritt ist ein Baum — je Ebene einmal `loop:` und Handler, dann ein `switch` ueber die Blaetter darunter; Uebergaenge und Trampolin bleiben je Blatt. Auf einer geteilten Ebene entscheidet das Blatt zur Laufzeit: `->` verzweigt je Blatt in die bekannte Form, ein Fault nimmt `fault_<m>_any`, das auf den Trampolin des Blatts fuehrt. `_init` ruft `_init_vars` und `_enter`. Offen: Auch die Uebergaenge der Vorfahren stehen je Blatt; sie sind klein.",M8/M9,mittel,behoben 2026-09-23,
FB-223,Codegen-Durchsicht (FB-214),"Abbild, Latch und Parameter lagen bytegepackt, jede Ladung mit `align 1`","`image::offset_of`/`latch_offset`/`param_offset` summierten die gepackten Groessen; ein `bool`-Eintrag (`{ i1, i8, i8, i64 }`, 11 Byte) schob alle folgenden auf ungerade Versaetze, und `image_slot` lud mit `align 1`. Auf rv32 zerlegt LLVM ein `load double` an solchen Stellen in acht Byte-Zugriffe mit Schiebereien; der C-Rahmen dereferenzierte `*(long long *)(latch + 1)` ebenso byteweise. `04_blocks_and_multirate`: 12 406 Byte Text, die Haelfte davon aus dieser Quelle.",Befund,"11.2, 12.3","`04_blocks_and_multirate.takt` fuer `riscv32imac`: 12 406 auf 4 066 Byte Text (mit den Attributen aus FB-225 und `-Os`); UART-Stapel 15 786 auf 14 322. Differenzsuite, MCU-Rahmen und Fuzzer gruen.","Ein Layoutfehler, der auf dem C6 nur Code und Zeit kostet — auf einem Cortex-M waere `LDRD` an einer ungeraden Adresse ein Fault (dieselbe Klasse wie `c_buffer` in `layout.rs`).","Behoben 2026-09-23: Eintraege, Latch und Parameter natuerlich ausgerichtet (`image::after`, `LlvmType::field_offset`), Ladungen ohne `align 1`; Rahmen und `takt size` lesen dieselben Funktionen, die Puffer sind `_Alignas(8)`. Kosten: hoechstens 7 Byte je Channel.",M8/M9,hoch,behoben 2026-09-23,
FB-225,Codegen-Durchsicht (FB-214),"Definitionen ohne Attribute und Bindung, Deklarationen ohne Speicherzusage","Jede Funktion war extern und ohne `nounwind` (jedes Objekt trug eine Abwickeltabelle, 704 Byte im UART-Stapel); Zustand, Parameter und Latch kamen ohne `noalias`, sodass jeder Latch-Store alle Ladungen aus dem Zustand entwertete; die Runtime-Deklarationen trugen kein `memory(...)`, sodass `takt_now` und `takt_stream_count` nie zusammengelegt wurden. Das ausgelieferte Objekt (`--emit obj`) bekam `-O2`, obwohl `run` laengst `-Os` auf MCU-Zielen nimmt; `after d` rechnete je Tick `ticks * P` statt in Aktivierungen zu vergleichen.",Befund,"11.2, 4.1","UART-Stapel: 15 786 auf 14 396 Byte Text; `13_protocol_analysis` −32 %, `68_uart_port` −29 % (Audit).","Alles Zusagen, die der Codegen laengst haelt (keine Ausnahmen, kein Aliasing zwischen den vier Zeigern, Runtime-Statics unerreichbar) und LLVM nur nicht mitgeteilt bekam.","Behoben 2026-09-23: `nounwind` an jeder Definition, `noalias` auf `st`/`par`/`out` (nicht `in`: `takt_job_begin` schreibt das Abbild), `internal` fuer reine Funktionen, Blockmethoden und `_init`, `memory(inaccessiblemem: …)` an den Runtime-Deklarationen, `-Os` und eine Sektion je Funktion fuer das Objekt, `after` mit Literal als ein Vergleich in Aktivierungen.",M8/M9,mittel,behoben 2026-09-23,
FB-224,Codegen-Durchsicht (FB-214),Die Entry-Tick-Bloecke standen an jeder Uebergangsstelle noch einmal — mit dem Trampolin des verlassenen Blatts,"5.2 Regel 4 laesst die `loop:`-Bloecke der betretenen Zustaende noch im Wechseltick laufen. `transitions`, `goto`, `fault_path`, `resume_into` und `_enter` senkten sie je Stelle neu: `uart_port_step` trug den RUN-Rumpf dreimal (Selbstuebergang, `after`, Ebene), `_enter` ein viertes Mal; `46_matrices` bestand zu 44 % aus solchen Kopien. Dazu sprangen Checks in diesen Kopien auf `fault_<m>_<altes Blatt>`, weil `ctx.leaf` noch das Quellblatt war — 5.2 verlangt das Fault-Ziel der *neuen* Konfiguration.",Befund,"5.2, 5.3, Satz 9.4.4","UART-Stapel 14 322 auf 13 702 Byte Text, `uart_port_step` 3 516 auf 1 324; Differenzsuite, MCU-Rahmen und Fuzzer gruen.","Groesse und ein Semantikfehler aus derselben Wurzel: Was je Stelle kopiert wird, traegt den Kontext der Stelle statt den des Ziels.","Behoben 2026-09-23: je (Blatt, Eintrittsmenge) eine `internal`-Funktion `<m>_entry<n>` mit den Entry-Tick-Bloecken und dem Trampolin des neuen Blatts; Aufruf aus allen fuenf Stellen, Tick 0 mit dem maschinenweiten `loop:`. Marken sind ueber den Modulzaehler eindeutig, Trampoline tragen je Funktion einen Anhang. Die Funktionen entstehen nach dem Schritt und koennen einander anfordern (Fault-Wald).",M8/M9,hoch,behoben 2026-09-23,
FB-226,Rahmen-Durchsicht (FB-214),Die Abtastungen alterten im Rahmen nie — `Stale` gab es nur im Interpreter,"3.5 macht `Stale` am Alter fest: Der Interpreter zaehlt je Tick `tick` auf `age` und setzt ueber `max_age` `Stale`. MCU- und Linux-Rahmen setzten `age` nur bei Lieferung auf null und zaehlten nie hoch — `.age` blieb null, `.stale` immer falsch, ein ausgefallener Treiber hielt seinen letzten Wert fuer immer (Satz 9.4.4).",Befund,"3.5, 12.1, Satz 9.4.4","`age_inputs` im Interpreter gegen `takt_mcu_tick` und die Tickschleife des Linux-Rahmens; die Differenzsuite blieb gruen, weil kein Korpusprogramm einen ausbleibenden Treiber mit `max_age` prueft.","Semantikluecke, die erst am Board sichtbar wird.","Behoben 2026-09-23: `harness::aging` schreibt in beide Rahmen vor der Lieferung dieselbe Regel wie `age_inputs` (gesaettigte Addition, `Stale` mit Grund 0 ueber `max_age`, `Bad` bleibt); `sim`-Bindungen setzen das Alter bei Lieferung zurueck.",M8/M9,hoch,behoben 2026-09-23,
